extension_nm	force_f	retraction_nm	force_r
4569.245107	-5907.729708	5068.862248	36873.71336
4569.346512	-5903.6721	5068.708305	36849.36754
4569.447929	-5907.729708	5068.554375	36825.02173
4569.549356	-5909.758511	5068.400458	36796.61828
4569.650795	-5913.816119	5068.246555	36772.27247
4569.752244	-5915.844922	5068.092665	36751.98429
4569.853704	-5921.931333	5067.938787	36725.60967
4569.955176	-5917.873726	5067.784923	36707.35031
4570.056658	-5921.931333	5067.631072	36687.06213
4570.158151	-5925.988941	5067.477234	36666.77396
4570.259656	-5919.90253	5067.323409	36652.57223
4570.361171	-5923.960137	5067.169597	36636.34169
4570.462697	-5915.844922	5067.015798	36626.19761
4570.564234	-5917.873726	5066.862012	36616.05352
