"extension_nm","force_f","retraction_nm","force_r"
4717.916591,67.8296693600005,4719.014036,-2279.49654364
4718.034297,67.8296693600005,4719.13333,-2275.43893564
4718.152015,65.80086536,4719.252638,-2267.32371764
4718.269746,69.8584733600001,4719.37196,-2249.06447864
4718.387491,69.8584733600001,4719.491296,-2236.89165264
4718.505248,71.8872763600002,4719.610646,-2220.66121864
4718.623019,67.8296693600005,4719.73001,-2212.54600064
4718.740802,71.8872763600002,4719.849389,-2194.28676264
4718.858599,67.8296693600005,4719.968781,-2180.08513164
4718.976408,67.8296693600005,4720.088187,-2167.91230664
4719.094231,69.8584733600001,4720.207607,-2153.71067564
4719.212066,65.80086536,4720.327042,-2137.48024164
4719.329915,69.8584733600001,4720.44649,-2127.33622064
4719.447776,67.8296693600005,4720.565952,-2111.10578564
4719.565651,63.7720623599998,4720.685429,-2098.93296064
4719.683539,63.7720623599998,4720.804919,-2080.67372164
4719.801439,63.7720623599998,4720.924424,-2062.41448364
4719.919353,65.80086536,4721.043942,-2044.15524464
4720.03728,61.7432583600003,4721.163474,-2011.69437664
4720.15522,63.7720623599998,4721.283021,-1989.37752964
4720.273172,59.7144543599998,4721.402582,-1965.03187864
4720.391138,57.6856513599996,4721.522156,-1932.57101164
4720.509117,57.6856513599996,4721.641745,-1908.22536064
4720.627109,57.6856513599996,4721.761347,-1869.67808064
4720.745114,59.7144543599998,4721.880964,-1841.27482164
4720.863132,61.7432583600003,4722.000594,-1812.87156264
4720.981163,61.7432583600003,4722.120239,-1788.52591264
4721.099207,65.80086536,4722.239898,-1762.15145864
4721.217265,69.8584733600001,4722.35957,-1739.83461264
4721.335335,69.8584733600001,4722.479257,-1717.51776664
4721.453418,75.9448843600003,4722.598958,-1695.20092064
4721.571514,77.9736873600004,4722.718673,-1680.99929164
4721.689624,80.00249136,4722.838401,-1658.68244564
4721.807746,84.0600983599998,4722.958144,-1648.53842564
4721.925882,84.0600983599998,4723.077901,-1628.25038364
4722.04403,82.0312953600005,4723.197672,-1612.01995064
4722.162192,77.9736873600004,4723.317457,-1597.81832164
4722.280367,82.0312953600005,4723.437255,-1579.55908464
4722.398554,75.9448843600003,4723.557068,-1563.32865164
4722.516755,71.8872763600002,4723.676895,-1543.04061064
4722.634969,69.8584733600001,4723.796736,-1528.83898164
4722.753196,65.80086536,4723.916591,-1506.52213664
4722.871436,63.7720623599998,4724.03646,-1490.29170364
4722.989689,59.7144543599998,4724.156343,-1470.00366364
4723.107955,61.7432583600003,4724.27624,-1459.85964264
4723.226235,61.7432583600003,4724.396151,-1439.57160164
4723.344527,63.7720623599998,4724.516076,-1429.42758164
4723.462832,65.80086536,4724.636014,-1415.22595264
4723.581151,71.8872763600002,4724.755967,-1398.99552064
4723.699482,71.8872763600002,4724.875934,-1390.88030464
4723.817827,77.9736873600004,4724.995915,-1382.76508764
4723.936185,77.9736873600004,4725.11591,-1376.67867564
4724.054556,80.00249136,4725.23592,-1372.62106764
4724.17294,82.0312953600005,4725.355943,-1362.47704764
4724.291337,84.0600983599998,4725.47598,-1356.39063564
4724.409747,77.9736873600004,4725.596031,-1350.30422264
4724.52817,77.9736873600004,4725.716096,-1344.21781064
4724.646606,75.9448843600003,4725.836175,-1336.10259464
4724.765056,73.9160803599998,4725.956268,-1330.01618264
4724.883518,69.8584733600001,4726.076375,-1319.87216264
4725.001994,67.8296693600005,4726.196496,-1313.78575064
4725.120482,63.7720623599998,4726.316631,-1297.55531764
4725.238984,63.7720623599998,4726.43678,-1285.38249364
4725.357499,61.7432583600003,4726.556943,-1275.23847364
4725.476027,67.8296693600005,4726.67712,-1263.06564964
4725.594568,69.8584733600001,4726.797312,-1252.92162964
4725.713122,73.9160803599998,4726.917517,-1240.74880464
4725.831689,82.0312953600005,4727.037736,-1232.63358864
4725.95027,88.1177063599998,4727.157969,-1226.54717664
4726.068863,90.14650936,4727.278216,-1212.34554864
4726.18747,96.2329203600002,4727.398477,-1206.25913664
4726.30609,94.2041173600001,4727.518752,-1202.20152864
4726.424722,100.29052736,4727.639042,-1192.05750864
4726.543368,98.2617243599998,4727.759345,-1187.99990064
4726.662027,100.29052736,4727.879662,-1181.91348864
4726.7807,94.2041173600001,4727.999993,-1167.71186064
4726.899385,90.14650936,4728.120338,-1163.65425264
4727.018083,90.14650936,4728.240697,-1163.65425264
4727.136795,82.0312953600005,4728.361071,-1151.48142864
4727.25552,80.00249136,4728.481458,-1147.42382064
4727.374258,71.8872763600002,4728.601859,-1143.36621264
4727.493009,73.9160803599998,4728.722274,-1137.27980064
4727.611773,67.8296693600005,4728.842703,-1133.22219264
4727.73055,71.8872763600002,4728.963146,-1131.19338864
4727.84934,65.80086536,4729.083603,-1129.16458464
4727.968144,65.80086536,4729.204075,-1125.10697664
4728.08696,67.8296693600005,4729.32456,-1121.04936864
4728.20579,71.8872763600002,4729.445059,-1119.02056464
4728.324633,77.9736873600004,4729.565572,-1119.02056464
4728.443489,77.9736873600004,4729.686099,-1112.93415264
4728.562358,77.9736873600004,4729.80664,-1106.84774064
4728.681241,82.0312953600005,4729.927195,-1102.79013264
4758.32942,138.83779736,4760.00803,153.03942236
4758.451595,136.80899336,4760.132031,153.03942236
4758.573784,132.75138636,4760.256045,153.03942236
4758.695986,134.78018936,4760.380074,153.03942236
4758.818202,136.80899336,4760.504116,157.09703036
4758.940431,142.89540436,4760.628173,153.03942236
4759.062674,140.86660036,4760.752243,155.06822636
4759.18493,144.92420836,4760.876327,155.06822636
4759.3072,157.09703036,4761.000425,151.01061936
4759.429483,161.15463736,4761.124537,148.98181536
4759.55178,165.21224436,4761.248663,151.01061936
4759.67409,167.24104836,4761.372803,146.95301136
