scanstart [nm]: 4150.000000
slope [nm/V]: 48.390751
k [N/m]: 0.130146
velocity [nm/s]: 400.000000
7:53:29 PM

4115.156574	-2075.320399	4758.395089	22939.830849
4115.291154	-2075.320399	4758.227012	22968.234156
4115.425713	-2079.378004	4758.058968	22990.551041
4115.560252	-2077.349201	4757.890958	23020.983156
4115.694771	-2077.349201	4757.722983	23051.415271
4115.829270	-2081.406807	4757.555041	23081.847387
4115.963747	-2085.464413	4757.387134	23110.250695
4116.098205	-2089.522019	4757.219261	23134.596388
4116.232642	-2087.493216	4757.051422	23158.942081
4116.367059	-2091.550822	4756.883617	23181.258967
4116.501455	-2099.666033	4756.715846	23199.518237
4116.635831	-2101.694836	4756.548109	23211.691083
4116.770187	-2099.666033	4756.380406	23227.921546
4116.904522	-2101.694836	4756.212737	23240.094393
4117.038837	-2103.723639	4756.045103	23250.238432
4117.173131	-2101.694836	4755.877502	23264.440086
4117.307406	-2103.723639	4755.709935	23278.641741
4117.441660	-2103.723639	4755.542402	23288.785780
4117.575893	-2107.781245	4755.374903	23296.901012
4117.710107	-2105.752442	4755.207438	23305.016243
4117.844300	-2105.752442	4755.040007	23309.073859
4117.978473	-2105.752442	4754.872610	23305.016243
4118.112626	-2105.752442	4754.705247	23298.929819
4118.246758	-2103.723639	4754.537918	23278.641741
4118.380870	-2099.666033	4754.370623	23258.353663
4118.514962	-2099.666033	4754.203362	23227.921546
4118.649034	-2095.608427	4754.036134	23197.489429
4118.783086	-2089.522019	4753.868941	23162.999697
4118.917117	-2085.464413	4753.701781	23126.481157
4119.051128	-2085.464413	4753.534655	23089.962618
4119.185119	-2083.435610	4753.367563	23067.645733
4119.319090	-2083.435610	4753.200505	23033.156002
4119.453041	-2087.493216	4753.033480	23008.810310
4119.586972	-2089.522019	4752.866490	22986.493425
4119.720882	-2089.522019	4752.699533	22968.234156
4119.854773	-2097.637230	4752.532610	22952.003695
4119.988643	-2097.637230	4752.365721	22931.715619
4120.122493	-2101.694836	4752.198865	22917.513965
4120.256323	-2107.781245	4752.032044	22901.283504
4120.390133	-2109.810048	4751.865256	22885.053043
4120.523923	-2107.781245	4751.698501	22864.764967
4120.657693	-2111.838850	4751.531781	22844.476891
4120.791443	-2111.838850	4751.365094	22826.217623
4120.925173	-2107.781245	4751.198441	22801.871932
4121.058883	-2103.723639	4751.031821	22775.497434
4121.192573	-2103.723639	4750.865236	22753.180550
4121.326243	-2099.666033	4750.698684	22722.748437
4121.459893	-2097.637230	4750.532165	22694.345132
4121.593523	-2093.579625	4750.365680	22661.884212
4121.727133	-2091.550822	4750.199229	22629.423292
4121.860723	-2091.550822	4750.032812	22601.019988
4121.994293	-2091.550822	4749.866428	22568.559068
4122.127843	-2089.522019	4749.700077	22540.155764
4122.261374	-2087.493216	4749.533761	22513.781268
4122.394884	-2087.493216	4749.367478	22487.406771
4122.528375	-2091.550822	4749.201228	22459.003468
4122.661845	-2091.550822	4749.035012	22432.628972
4122.795296	-2097.637230	4748.868829	22406.254476
4122.928727	-2097.637230	4748.702680	22377.851173
4123.062138	-2099.666033	4748.536565	22351.476677
4123.195529	-2097.637230	4748.370483	22323.073375
4123.328900	-2097.637230	4748.204435	22294.670072
4123.462252	-2097.637230	4748.038420	22270.324385
4123.595584	-2099.666033	4747.872438	22245.978697
4123.728896	-2097.637230	4747.706490	22221.633010
4123.862188	-2095.608427	4747.540576	22201.344937
4123.995460	-2095.608427	4747.374695	22183.085672
4124.128713	-2093.579625	4747.208847	22164.826407
4124.261946	-2093.579625	4747.043033	22154.682371
4124.395159	-2091.550822	4746.877252	22136.423106
4124.528352	-2091.550822	4746.711504	22128.307877
4124.661526	-2093.579625	4746.545790	22110.048612
4124.794680	-2097.637230	4746.380110	22091.789347
4124.927814	-2097.637230	4746.214463	22073.530082
4125.060928	-2103.723639	4746.048849	22049.184396
4125.194023	-2105.752442	4745.883268	22026.867517
4125.327098	-2105.752442	4745.717721	22000.493024
4125.460154	-2105.752442	4745.552207	21972.089724
4125.593190	-2105.752442	4745.386726	21945.715231
4125.726206	-2105.752442	4745.221279	21921.369546
4125.859203	-2097.637230	4745.055865	21901.081474
4125.992180	-2099.666033	4744.890484	21876.735789
4126.125137	-2095.608427	4744.725137	21866.591754
4126.258075	-2095.608427	4744.559823	21850.361297
4126.390993	-2089.522019	4744.394542	21838.188455
4126.523892	-2091.550822	4744.229294	21819.929191
4126.656771	-2087.493216	4744.064079	21809.785156
4126.789630	-2087.493216	4743.898898	21795.583506
4126.922470	-2089.522019	4743.733750	21779.353050
4127.055291	-2087.493216	4743.568635	21765.151401
4127.188092	-2093.579625	4743.403553	21752.978558
4127.320873	-2091.550822	4743.238505	21730.661681
4127.453635	-2091.550822	4743.073490	21712.402418
4127.586377	-2091.550822	4742.908507	21688.056734
4127.719100	-2091.550822	4742.743558	21657.624629
4127.851804	-2095.608427	4742.578642	21627.192524
4127.984488	-2097.637230	4742.413759	21592.702806
4128.117153	-2095.608427	4742.248910	21560.241895
4128.249798	-2095.608427	4742.084093	21519.665757
4128.382424	-2095.608427	4741.919310	21477.060812
4128.515030	-2099.666033	4741.754559	21440.542288
4128.647617	-2097.637230	4741.589842	21399.966150
4128.780184	-2097.637230	4741.425157	21367.505241
4128.912732	-2093.579625	4741.260506	21333.015525
4129.045261	-2091.550822	4741.095888	21302.583422
4129.177771	-2089.522019	4740.931302	21280.266548
4129.310261	-2091.550822	4740.766750	21257.949673
4129.442731	-2089.522019	4740.602231	21237.661605
4129.575183	-2083.435610	4740.437745	21213.315924
