"extension","force_f","retraction","force_r"
4368.667079,-8681.104845,4370.531237,-8750.084198
4368.785673,-8679.076041,4370.645534,-8752.113002
4368.90425,-8679.076041,4370.759819,-8750.084198
4369.022809,-8677.047236,4370.87409,-8748.055393
4369.141352,-8672.989627,4370.988349,-8746.026589
4369.259877,-8670.960823,4371.102595,-8739.940175
4369.378385,-8666.903214,4371.216828,-8739.940175
4369.496876,-8666.903214,4371.331048,-8737.911371
4369.615351,-8666.903214,4371.445256,-8735.882566
4369.733808,-8666.903214,4371.55945,-8735.882566
4369.852248,-8666.903214,4371.673632,-8741.96898
4369.970671,-8670.960823,4371.787801,-8739.940175
4370.089077,-8666.903214,4371.901957,-8741.96898
4370.207466,-8670.960823,4372.0161,-8750.084198
4370.325839,-8675.018432,4372.130231,-8750.084198
4370.444194,-8675.018432,4372.244349,-8754.141807
4370.562532,-8675.018432,4372.358454,-8754.141807
4370.680854,-8679.076041,4372.472546,-8760.22822
4370.799158,-8683.133649,4372.586626,-8758.199416
4370.917446,-8681.104845,4372.700693,-8758.199416
4371.035716,-8683.133649,4372.814747,-8760.22822
4371.15397,-8687.191258,4372.928789,-8758.199416
4371.272207,-8687.191258,4373.042818,-8752.113002
4371.390427,-8687.191258,4373.156834,-8750.084198
4371.50863,-8687.191258,4373.270837,-8746.026589
4371.626817,-8683.133649,4373.384828,-8741.96898
4371.744986,-8687.191258,4373.498806,-8739.940175
4371.863139,-8687.191258,4373.612772,-8739.940175
4371.981275,-8685.162454,4373.726725,-8737.911371
4372.099394,-8687.191258,4373.840665,-8733.853762
4372.217496,-8679.076041,4373.954593,-8735.882566
4372.335582,-8683.133649,4374.068508,-8741.96898
4372.453651,-8685.162454,4374.182411,-8743.997784
4372.571703,-8681.104845,4374.296301,-8746.026589
4372.689738,-8683.133649,4374.410178,-8750.084198
4372.807757,-8683.133649,4374.524043,-8752.113002
4372.925759,-8685.162454,4374.637896,-8760.22822
4373.043744,-8681.104845,4374.751735,-8766.314634
4373.161713,-8683.133649,4374.865563,-8772.401047
4373.279664,-8683.133649,4374.979377,-8770.372243
4373.3976,-8681.104845,4375.09318,-8764.285829
4373.515518,-8679.076041,4375.20697,-8766.314634
4373.63342,-8679.076041,4375.320747,-8760.22822
4373.751305,-8681.104845,4375.434512,-8756.170611
4373.869174,-8683.133649,4375.548264,-8754.141807
4373.987026,-8681.104845,4375.662004,-8752.113002
4374.104861,-8685.162454,4375.775732,-8743.997784
4374.22268,-8683.133649,4375.889447,-8741.96898
4374.340483,-8685.162454,4376.003149,-8741.96898
4374.458268,-8683.133649,4376.116839,-8735.882566
4374.576037,-8685.162454,4376.230517,-8739.940175
4374.69379,-8683.133649,4376.344183,-8737.911371
4374.811526,-8681.104845,4376.457836,-8741.96898
4374.929246,-8681.104845,4376.571476,-8746.026589
4375.046949,-8677.047236,4376.685105,-8746.026589
4375.164635,-8672.989627,4376.798721,-8752.113002
4375.282306,-8672.989627,4376.912324,-8752.113002
4375.399959,-8672.989627,4377.025916,-8754.141807
4375.517596,-8666.903214,4377.139495,-8754.141807
4375.635217,-8666.903214,4377.253061,-8754.141807
4375.752821,-8664.874409,4377.366616,-8754.141807
4375.870409,-8668.932018,4377.480158,-8750.084198
4375.987981,-8670.960823,4377.593687,-8752.113002
4376.105536,-8670.960823,4377.707205,-8748.055393
4376.223074,-8670.960823,4377.82071,-8746.026589
4376.340597,-8675.018432,4377.934203,-8741.96898
4376.458103,-8675.018432,4378.047684,-8746.026589
4376.575592,-8675.018432,4378.161152,-8739.940175
4376.693065,-8681.104845,4378.274609,-8737.911371
4376.810522,-8681.104845,4378.388053,-8739.940175
4376.927963,-8679.076041,4378.501485,-8737.911371
4377.045387,-8683.133649,4378.614905,-8737.911371
4377.162795,-8681.104845,4378.728312,-8735.882566
4377.280187,-8685.162454,4378.841707,-8739.940175
4377.397562,-8687.191258,4378.955091,-8741.96898
4377.514921,-8685.162454,4379.068462,-8743.997784
4377.632264,-8687.191258,4379.181821,-8743.997784
4377.749591,-8691.248867,4379.295167,-8746.026589
4377.866901,-8687.191258,4379.408502,-8748.055393
4377.984196,-8687.191258,4379.521825,-8748.055393
4378.101474,-8685.162454,4379.635135,-8748.055393
4378.218736,-8685.162454,4379.748433,-8752.113002
4378.335981,-8677.047236,4379.86172,-8748.055393
4378.453211,-8677.047236,4379.974994,-8748.055393
4378.570424,-8675.018432,4380.088256,-8752.113002
4378.687621,-8677.047236,4380.201506,-8746.026589
4378.804802,-8672.989627,4380.314744,-8752.113002
4378.921967,-8670.960823,4380.42797,-8748.055393
4379.039116,-8675.018432,4380.541184,-8746.026589
4379.156249,-8670.960823,4380.654386,-8750.084198
4379.273365,-8675.018432,4380.767576,-8750.084198
4379.390466,-8675.018432,4380.880754,-8748.055393
4379.50755,-8675.018432,4380.99392,-8748.055393
4379.624619,-8679.076041,4381.107074,-8750.084198
4379.741671,-8679.076041,4381.220216,-8750.084198
4379.858707,-8681.104845,4381.333347,-8748.055393
4379.975728,-8685.162454,4381.446465,-8750.084198
4380.092732,-8683.133649,4381.559571,-8748.055393
4380.20972,-8677.047236,4381.672665,-8750.084198
4380.326692,-8681.104845,4381.785748,-8748.055393
4380.443649,-8677.047236,4381.898818,-8750.084198
4380.560589,-8675.018432,4382.011877,-8750.084198
4380.677514,-8670.960823,4382.124924,-8754.141807
4380.794422,-8670.960823,4382.237959,-8754.141807
4380.911315,-8670.960823,4382.350982,-8752.113002
4381.028191,-8668.932018,4382.463993,-8754.141807
4381.145052,-8672.989627,4382.576993,-8752.113002
4381.261897,-8677.047236,4382.68998,-8754.141807
4381.378726,-8677.047236,4382.802956,-8752.113002
4381.495539,-8681.104845,4382.91592,-8758.199416
4381.612336,-8683.133649,4383.028872,-8754.141807
4381.729118,-8689.220063,4383.141812,-8750.084198
4381.845883,-8693.277672,4383.254741,-8752.113002
4381.962633,-8695.306476,4383.367658,-8750.084198
