scanstart [nm]: 4550.000000
slope [nm/V]: 42.182656
k [N/m]: 0.074466
velocity [nm/s]: 100.000000
5:43:17 PM

4521.018108	1427.860526	4021.180288	-748.732482
4520.915063	1430.896220	4021.281807	-750.756279
4520.812021	1431.908118	4021.383323	-751.768177
4520.708982	1430.896220	4021.484836	-754.803872
4520.605945	1423.812933	4021.586347	-754.803872
4520.502911	1411.670156	4021.687855	-754.803872
4520.399879	1401.551174	4021.789361	-756.827669
4520.296850	1392.444091	4021.890864	-756.827669
4520.193823	1384.348906	4021.992364	-754.803872
4520.090799	1378.277517	4022.093861	-753.791974
4519.987777	1374.229925	4022.195356	-756.827669
4519.884758	1371.194231	4022.296848	-757.839567
4519.781741	1371.194231	4022.398338	-757.839567
4519.678727	1368.158536	4022.499825	-758.851465
4519.575716	1365.122842	4022.601309	-758.851465
4519.472707	1360.063351	4022.702791	-754.803872
4519.369700	1350.956268	4022.804270	-752.780076
4519.266696	1337.801592	4022.905747	-750.756279
4519.163695	1324.646916	4023.007221	-750.756279
4519.060696	1312.504139	4023.108692	-750.756279
4518.957699	1299.349463	4023.210160	-748.732482
4518.854705	1286.194787	4023.311626	-749.744381
4518.751714	1277.087704	4023.413090	-752.780076
4518.648725	1268.992519	4023.514550	-751.768177
4518.545739	1259.885436	4023.616009	-756.827669
4518.442755	1257.861640	4023.717464	-754.803872
4518.339774	1256.849742	4023.818917	-755.815770
4518.236795	1255.837844	4023.920367	-757.839567
4518.133818	1249.766455	4024.021815	-757.839567
4518.030845	1238.635575	4024.123260	-755.815770
4517.927873	1227.504696	4024.224702	-755.815770
4517.824905	1212.326224	4024.326142	-756.827669
4517.721938	1195.123955	4024.427579	-755.815770
4517.618975	1182.981178	4024.529014	-757.839567
4517.516014	1173.874095	4024.630446	-757.839567
4517.413055	1163.755113	4024.731875	-762.899058
4517.310099	1158.695623	4024.833302	-759.863364
4517.207145	1154.648030	4024.934726	-761.887160
4517.104194	1144.529049	4025.036147	-759.863364
4517.001245	1134.410067	4025.137566	-757.839567
4516.898299	1120.243493	4025.238983	-756.827669
4516.795355	1106.076920	4025.340396	-753.791974
4516.692414	1094.946040	4025.441808	-753.791974
4516.589476	1084.827059	4025.543216	-753.791974
4516.486540	1080.779466	4025.644622	-754.803872
4516.383606	1077.743772	4025.746025	-756.827669
4516.280675	1079.767568	4025.847426	-755.815770
4516.177746	1077.743772	4025.948824	-752.780076
4516.074820	1071.672383	4026.050220	-755.815770
4515.971896	1066.612892	4026.151613	-753.791974
4515.868975	1054.470114	4026.253003	-754.803872
4515.766057	1044.351133	4026.354391	-752.780076
4515.663141	1034.232152	4026.455776	-754.803872
4515.560227	1020.065578	4026.557159	-753.791974
4515.457316	1005.899004	4026.658539	-754.803872
4515.354407	988.696735	4026.759917	-752.780076
4515.251501	969.470671	4026.861291	-752.780076
4515.148597	953.280300	4026.962664	-753.791974
4515.045696	942.149421	4027.064034	-753.791974
4514.942798	939.113726	4027.165401	-756.827669
4514.839901	941.137523	4027.266765	-758.851465
4514.737008	946.197013	4027.368127	-760.875262
4514.634117	952.268402	4027.469487	-758.851465
4514.531228	953.280300	4027.570844	-758.851465
4514.428342	948.220810	4027.672198	-757.839567
4514.325458	937.089930	4027.773550	-753.791974
4514.222577	924.947152	4027.874899	-752.780076
4514.119698	912.804375	4027.976245	-750.756279
4514.016822	899.649699	4028.077590	-751.768177
4513.913948	890.542615	4028.178931	-751.768177
4513.811077	883.459328	4028.280270	-753.791974
4513.708208	879.411736	4028.381606	-753.791974
4513.605342	869.292754	4028.482940	-752.780076
4513.502478	860.185671	4028.584271	-754.803872
4513.399616	848.042893	4028.685600	-752.780076
4513.296757	839.947708	4028.786926	-750.756279
4513.193901	832.864421	4028.888250	-748.732482
4513.091047	827.804930	4028.989571	-749.744381
4512.988196	823.757338	4029.090889	-750.756279
4512.885347	822.745440	4029.192205	-753.791974
4512.782500	817.685949	4029.293518	-753.791974
4512.679656	814.650254	4029.394829	-756.827669
4512.576815	808.578865	4029.496137	-753.791974
4512.473976	798.459884	4029.597443	-754.803872
4512.371139	784.293310	4029.698746	-752.780076
4512.268305	768.102939	4029.800047	-751.768177
4512.165473	749.888773	4029.901345	-753.791974
4512.062644	730.662708	4030.002641	-756.827669
4511.959817	718.519930	4030.103934	-756.827669
4511.856993	707.389050	4030.205224	-755.815770
4511.754172	703.341458	4030.306512	-756.827669
4511.651352	701.317661	4030.407797	-752.780076
4511.548535	700.305763	4030.509080	-749.744381
4511.445721	698.281967	4030.610361	-748.732482
4511.342909	696.258170	4030.711638	-748.732482
4511.240100	692.210578	4030.812914	-750.756279
4511.137293	687.151087	4030.914186	-750.756279
4511.034488	684.115393	4031.015457	-754.803872
4510.931686	679.055902	4031.116724	-754.803872
4510.828887	672.984513	4031.217989	-754.803872
4510.726090	658.817939	4031.319252	-755.815770
4510.623295	641.615670	4031.420512	-753.791974
4510.520503	624.413401	4031.521770	-750.756279
4510.417713	609.234929	4031.623025	-751.768177
4510.314926	599.115947	4031.724277	-749.744381
4510.212141	594.056456	4031.825527	-750.756279
4510.109359	593.044558	4031.926775	-753.791974
4510.006579	588.996966	4032.028020	-754.803872
4509.903801	586.973169	4032.129262	-756.827669
4509.801027	580.901780	4032.230502	-756.827669
4509.698254	568.759002	4032.331740	-754.803872
4509.595484	561.675715	4032.432975	-754.803872
4509.492716	554.592428	4032.534207	-752.780076
4509.389951	550.544835	4032.635437	-753.791974
4509.287188	545.485345	4032.736664	-752.780076
4509.184428	538.402057	4032.837889	-752.780076
4509.081670	528.283076	4032.939112	-751.768177
4508.978915	516.140298	4033.040332	-752.780076
4508.876162	501.973723	4033.141549	-750.756279
4508.773412	489.830945	4033.242764	-750.756279
4508.670664	479.711964	4033.343976	-752.780076
4508.567918	473.640575	4033.445186	-752.780076
4508.465175	464.533491	4033.546394	-751.768177
4508.362434	454.414509	4033.647599	-754.803872
4508.259696	442.271731	4033.748801	-753.791974
4508.156960	431.140851	4033.850001	-752.780076
4508.054227	417.986175	4033.951198	-752.780076
4507.951496	408.879092	4034.052393	-752.780076
4507.848768	402.807703	4034.153586	-752.780076
4507.746042	401.795804	4034.254776	-753.791974
4507.643318	402.807703	4034.355963	-753.791974
4507.540597	401.795804	4034.457148	-753.791974
4507.437878	399.772008	4034.558331	-753.791974
4507.335162	395.724415	4034.659511	-751.768177
4507.232448	388.641128	4034.760688	-750.756279
4507.129737	378.522146	4034.861863	-750.756279
4507.027028	368.403165	4034.963036	-751.768177
