"extension","force_f","retraction","force_r"
87.8912760000003,-9.95466685333304,87.4804430000004,3414.66833914667
87.7801129999998,-3.86825385333395,87.3676219999998,3404.52431014667
87.6689379999998,-1.83944985333437,87.2547890000005,3386.26505814667
87.557753,-3.86825385333395,87.141944,3372.06341814667
87.4465559999999,-7.92586285333346,87.0290880000002,3351.77536014667
87.3353480000005,-1.83944985333437,86.9162200000001,3323.37208014667
87.2241290000002,-3.86825385333395,86.8033400000004,3305.11282814667
87.1128990000007,-5.89705785333354,86.6904480000003,3276.70954814667
87.0016580000001,-9.95466685333304,86.5775450000001,3254.39268514667
86.8904060000004,-14.0122758533344,86.4646300000004,3232.07582214667
86.7791430000007,-20.0986898533338,86.3517030000003,3209.75896014667
86.6678689999999,-18.0698848533339,86.2387640000006,3189.47090314667
86.5565830000005,-22.1274938533334,86.125814,3167.15404014667
86.4452860000001,-22.1274938533334,86.0128519999998,3150.92359514667
86.3339780000006,-26.1851028533347,85.8998780000002,3136.72195614667
86.222659,-28.2139078533346,85.7868920000001,3120.49151014667
86.1113290000003,-28.2139078533346,85.6738940000005,3106.28987114667
85.9999880000005,-28.2139078533346,85.5608849999999,3096.14584314667
85.8886350000002,-28.2139078533346,85.4478630000003,3086.00181414667
85.7772709999999,-26.1851028533347,85.3348299999998,3075.85778614667
85.6658960000004,-28.2139078533346,85.2217850000006,3059.62734114667
85.5545099999999,-24.1562988533333,85.1087280000002,3045.42570214667
85.4431119999999,-26.1851028533347,84.9956590000002,3029.19525714667
85.3317029999998,-20.0986898533338,84.8825790000001,3010.93600614667
85.2202830000006,-20.0986898533338,84.7694860000001,2990.64795014667
85.108851,-11.983471853333,84.6563820000001,2966.30228314667
84.9974080000002,-9.95466685333304,84.5432650000002,2946.01422714667
84.8859540000003,-14.0122758533344,84.4301370000003,2921.66856114667
84.7744890000004,-7.92586285333346,84.3169960000005,2899.35169914667
84.663012,-3.86825385333395,84.2038440000006,2872.97722714667
84.5515240000004,-3.86825385333395,84.0906800000002,2848.63156114667
84.4400240000004,-3.86825385333395,83.9775040000004,2828.34350514667
84.3285130000004,-3.86825385333395,83.8643149999998,2806.02664514667
84.2169910000002,0.189355146665548,83.751115,2783.70978414667
84.1054570000006,-5.89705785333354,83.6379029999998,2761.39292314667
83.9939119999999,-7.92586285333346,83.5246790000001,2737.04725714667
83.8823560000001,-1.83944985333437,83.4114420000005,2718.78800814667
83.7707879999998,-1.83944985333437,83.298194,2696.47114814667
83.659208,0.189355146665548,83.1849339999999,2676.18309314667
83.5476180000005,-1.83944985333437,83.0716609999999,2655.89503814667
83.4360150000002,-3.86825385333395,82.9583769999999,2633.57817814667
83.3244009999999,0.189355146665548,82.8450800000001,2617.34773514667
83.2127760000003,0.189355146665548,82.7317709999998,2590.97326414667
83.1011390000003,4.24696414666687,82.6184510000003,2570.68521014667
82.9894910000003,0.189355146665548,82.505118,2554.45476614667
82.8778309999998,2.21815914666695,82.3917730000003,2536.19551814667
82.7661600000001,-3.86825385333395,82.2784160000001,2521.99388014667
82.654477,-5.89705785333354,82.1650460000001,2505.76343714667
82.5427820000004,-3.86825385333395,82.051665,2491.56179914667
82.4310759999998,-5.89705785333354,81.938271,2479.38896614667
82.3193590000001,-9.95466685333304,81.8248659999999,2461.12971814667
82.2076290000005,-11.983471853333,81.711448,2455.04330214667
82.0958879999998,-14.0122758533344,81.5980180000006,2434.75524814667
81.984136,-16.0410808533343,81.4845750000004,2418.52480514667
81.8723719999998,-14.0122758533344,81.3711210000001,2398.23675214667
81.7605960000001,-16.0410808533343,81.257654,2379.97750314667
81.6488090000003,-11.983471853333,81.1441750000004,2359.68945014667
81.53701,-16.0410808533343,81.0306840000003,2339.40139714667
81.4251990000002,-18.0698848533339,80.9171800000004,2323.17095414667
81.3133760000001,-18.0698848533339,80.8036650000004,2302.88290114667
81.2015419999998,-16.0410808533343,80.6901370000005,2288.68126314667
81.089696,-9.95466685333304,80.5765959999999,2272.45082114667
80.9778390000001,-9.95466685333304,80.4630440000001,2254.19157314667
80.8659699999998,-7.92586285333346,80.3494790000004,2242.01874214667
80.754089,-3.86825385333395,80.2359020000004,2233.90352014667
80.6421959999998,-5.89705785333354,80.1223120000004,2231.87471514667
80.530291,-5.89705785333354,80.0087110000004,2221.73068914667
80.4183750000002,0.189355146665548,79.8950960000002,2217.67307814667
80.3064469999999,-1.83944985333437,79.7814699999999,2209.55785714667
80.1945070000002,-5.89705785333354,79.6678309999998,2203.47144114667
80.082555,-7.92586285333346,79.5541800000001,2197.38502514667
79.9705910000002,-7.92586285333346,79.4405160000006,2185.21219414667
79.8586160000004,-16.0410808533343,79.3268400000006,2177.09697314667
79.7466290000002,-22.1274938533334,79.2131520000003,2166.95294614667
79.6346290000001,-18.0698848533339,79.099451,2148.69369914667
79.522618,-24.1562988533333,78.9857380000003,2136.52086714667
79.4105960000006,-24.1562988533333,78.8720119999998,2118.26162014667
79.2985610000005,-28.2139078533346,78.7582739999998,2097.97356814667
79.186514,-24.1562988533333,78.6445229999999,2079.71432114667
79.0744549999999,-28.2139078533346,78.5307600000006,2061.45507414667
78.9623849999998,-20.0986898533338,78.4169849999998,2043.19582714667
78.8503019999998,-18.0698848533339,78.3031970000002,2028.99419014667
78.7382079999998,-22.1274938533334,78.1893970000001,2010.73494314667
78.6261009999998,-14.0122758533344,78.0755840000002,1990.44689114667
78.5139829999998,-16.0410808533343,77.9617580000004,1978.27406014667
78.4018530000003,-9.95466685333304,77.8479200000002,1970.15883914667
78.28971,-5.89705785333354,77.7340700000004,1955.95720314667
78.1775560000005,-5.89705785333354,77.6202069999999,1947.84198214667
78.0653899999998,-7.92586285333346,77.5063310000005,1933.64034614667
77.953211,-3.86825385333395,77.3924430000006,1925.52512514667
77.8410210000002,0.189355146665548,77.278542,1915.38109914667
77.7288180000005,2.21815914666695,77.1646289999999,1903.20826914667
77.6166030000004,2.21815914666695,77.0507029999999,1897.12185314667
77.5043770000002,-1.83944985333437,76.936764,1891.03543814667
77.3921380000002,-5.89705785333354,76.8228129999998,1880.89141214667
77.2798870000006,-5.89705785333354,76.7088490000006,1874.80499614667
77.1676240000006,-7.92586285333346,76.594873,1864.66097114667
77.0553490000002,-9.95466685333304,76.4808840000005,1858.57455514667
76.9430620000003,-11.983471853333,76.3668820000003,1850.45933514667
76.8307620000005,-16.0410808533343,76.2528680000005,1850.45933514667
76.7184510000006,-18.0698848533339,76.138841,1844.37291914667
76.606127,-20.0986898533338,76.0248010000005,1844.37291914667
76.4937909999999,-22.1274938533334,75.9107490000006,1836.25769914667
76.3814430000002,-20.0986898533338,75.7966839999999,1836.25769914667
76.2690830000001,-20.0986898533338,75.6826060000003,1826.11367314667
76.1567100000002,-24.1562988533333,75.5685160000003,1820.02725814667
76.0443249999998,-24.1562988533333,75.454412,1822.05606314667
75.931928,-22.1274938533334,75.3402960000003,1813.94084214667
75.8195190000006,-20.0986898533338,75.2261680000001,1809.88323214667
75.7070979999999,-20.0986898533338,75.1120259999998,1801.76801114667
75.5946640000002,-20.0986898533338,74.9978719999999,1795.68159614667
75.4822180000001,-20.0986898533338,74.8837050000002,1789.59518114667
75.3697590000002,-22.1274938533334,74.7695250000006,1787.56637614667
75.2572890000001,-22.1274938533334,74.6553320000003,1779.45115514667
75.1448060000002,-20.0986898533338,74.5411270000004,1775.39354514667
75.0323100000005,-18.0698848533339,74.4269089999998,1769.30713014667
74.9198020000003,-20.0986898533338,74.3126769999999,1765.24951914667
74.8072819999998,-14.0122758533344,74.1984330000005,1757.13429914667
74.6947500000006,-11.983471853333,74.0841770000006,1751.04788414667
74.5822050000006,-11.983471853333,73.9699070000006,1746.99027314667
74.4696480000002,-7.92586285333346,73.8556239999998,1742.93266314667
74.357078,-3.86825385333395,73.7413290000004,1736.84624814667
74.2444960000003,-5.89705785333354,73.6270210000002,1732.78863814667
74.1319020000001,-1.83944985333437,73.5126989999999,1726.70222214667
74.0192950000001,0.189355146665548,73.398365,1726.70222214667
73.9066760000005,-3.86825385333395,73.2840180000003,1718.58700214667
73.7940440000002,-1.83944985333437,73.1696579999998,1716.55819714667
73.6814000000004,-5.89705785333354,73.0552850000004,1712.50058714667
73.5687429999998,-3.86825385333395,72.9408990000002,1710.47178214667
73.4560740000006,-9.95466685333304,72.8265010000005,1704.38536614667
73.3433919999998,-11.983471853333,72.7120890000006,1698.29895114667
73.2306980000003,-11.983471853333,72.5976639999999,1694.24134114667
73.1179910000001,-16.0410808533343,72.4832260000003,1690.18373114667
73.0052720000003,-16.0410808533343,72.3687749999999,1690.18373114667
72.8925399999998,-14.0122758533344,72.2543110000006,1682.06851014667
