"extension","force_f","retraction","force_r"
63.8233249999994,2.21815914666695,63.0469379999995,1197.18411914667
63.7095519999993,4.24696414666687,62.9314009999998,1185.01128914667
63.595765,4.24696414666687,62.8158489999996,1174.86726514667
63.4819649999999,-3.86825385333395,62.7002839999996,1168.78085014667
63.3681509999997,-1.83944985333437,62.5847049999993,1162.69443614667
63.2543239999995,-7.92586285333346,62.4691119999998,1152.55041114667
63.1404830000001,-9.95466685333304,62.353505,1146.46399714667
63.0266279999996,-11.983471853333,62.2378849999996,1136.31997214667
62.9127600000002,-16.0410808533343,62.1222499999994,1126.17594814667
62.7988789999999,-22.1274938533334,62.0066019999995,1116.03192314667
62.6849839999995,-26.1851028533347,61.8909399999993,1099.80148514667
62.5710749999998,-30.2427118533342,61.7752629999995,1091.68626514667
62.4571529999994,-28.2139078533346,61.6595729999999,1079.51343614667
62.3432169999996,-32.2715168533341,61.5438690000001,1067.34060714667
62.2292669999997,-30.2427118533342,61.4281510000001,1057.19658314667
62.1153039999999,-30.2427118533342,61.3124189999999,1047.05255814667
62.0013269999999,-30.2427118533342,61.1966729999995,1036.90853414667
61.8873370000001,-30.2427118533342,61.0809129999998,1032.85092514667
61.7733330000001,-28.2139078533346,60.9651389999999,1026.76451014667
61.6593149999999,-26.1851028533347,60.8493509999998,1020.67809514667
61.5452829999995,-20.0986898533338,60.7335489999996,1014.59168114667
61.4312380000001,-20.0986898533338,60.617733,1004.44765714667
61.3171789999997,-16.0410808533343,60.5019029999994,1000.39004714667
61.2031059999999,-16.0410808533343,60.3860589999995,988.217218146667
61.0890199999994,-11.983471853333,60.2702009999994,980.101999146666
60.9749199999997,-9.95466685333304,60.154329,967.929170146666
60.8608059999997,-5.89705785333354,60.0384429999995,951.698732146666
60.7466779999995,-9.95466685333304,59.9225419999993,941.554708146667
60.6325369999995,-7.92586285333346,59.8066279999994,925.324269146666
60.5183820000002,-1.83944985333437,59.6907000000001,919.237855146666
60.4042129999998,-3.86825385333395,59.5747569999994,900.978612146666
60.2900300000001,-5.89705785333354,59.4587999999994,896.921002146666
60.1758329999993,-1.83944985333437,59.3428290000002,886.776978146667
60.0616220000002,-1.83944985333437,59.2268439999998,882.719369146665
59.9473979999993,-11.983471853333,59.1108450000002,874.604149146666
59.8331600000001,-11.983471853333,58.9948319999994,876.632954146666
59.7189079999998,-18.0698848533339,58.8788039999999,868.517735146666
59.6046409999999,-22.1274938533334,58.7627629999997,868.517735146666
59.4903619999995,-24.1562988533333,58.6467069999999,856.344906146665
59.3760679999996,-28.2139078533346,58.5306369999998,856.344906146665
59.2617599999994,-34.3003208533337,58.4145529999996,848.229687146666
59.147438,-30.2427118533342,58.2984539999998,842.143273146667
59.0331029999998,-32.2715168533341,58.1823409999997,834.028054146665
58.9187529999999,-32.2715168533341,58.0662149999998,823.884030146666
58.8043889999999,-32.2715168533341,57.950073,817.797616146667
58.690012,-34.3003208533337,57.8339179999994,803.595983146666
58.5756199999996,-32.2715168533341,57.717748,793.451959146667
58.4612149999994,-26.1851028533347,57.6015639999996,783.307935146666
58.3467949999995,-22.1274938533334,57.4853659999999,775.192716146666
58.2323619999997,-18.0698848533339,57.3691529999996,760.991083146666
58.1179139999995,-18.0698848533339,57.2529260000001,750.847059146667
58.0034519999999,-20.0986898533338,57.1366849999995,736.645426146666
57.8889760000002,-16.0410808533343,57.0204290000001,724.472598146665
57.7744869999997,-16.0410808533343,56.90416,708.242160146667
57.6599829999996,-5.89705785333354,56.787875,692.011722146666
57.5454650000001,-7.92586285333346,56.6715770000001,675.781284146666
57.4309329999996,-7.92586285333346,56.5552639999996,661.579651146667
57.3163859999995,-3.86825385333395,56.4389359999996,655.493237146666
57.2018259999995,-1.83944985333437,56.3225949999996,643.320409146667
57.0872519999994,0.189355146665548,56.2062379999998,633.176386146666
56.9726629999996,2.21815914666695,56.089868,627.089972146667
56.8580599999996,-1.83944985333437,55.9734829999998,621.003558146665
56.7434429999994,-3.86825385333395,55.8570829999999,614.917143146666
56.6288119999999,-3.86825385333395,55.7406700000001,614.917143146666
56.5141669999994,-3.86825385333395,55.6242409999995,612.888339146666
56.3995070000001,-14.0122758533344,55.5077979999996,606.801925146667
56.2848329999997,-16.0410808533343,55.3913409999996,604.773120146667
56.170145,-20.0986898533338,55.2748689999999,600.715511146665
56.0554430000002,-24.1562988533333,55.158383,600.715511146665
55.9407259999998,-30.2427118533342,55.0418819999995,592.600292146666
55.8259959999996,-30.2427118533342,54.9253669999998,592.600292146666
55.7112509999997,-32.2715168533341,54.8088369999996,582.456269146665
55.5964909999993,-30.2427118533342,54.6922930000001,574.341050146666
55.481718,-34.3003208533337,54.575734,566.225831146667
55.3669300000001,-30.2427118533342,54.4591609999998,556.081808146666
55.2521269999997,-30.2427118533342,54.3425729999999,549.995394146667
55.1373109999995,-24.1562988533333,54.2259699999995,539.851370146665
55.0224799999996,-22.1274938533334,54.1093529999998,525.649738146667
54.9076340000001,-20.0986898533338,53.992722,515.505715146666
54.7927739999996,-14.0122758533344,53.8760750000001,511.448105146666
54.6778999999997,-16.0410808533343,53.7594140000001,499.275277146666
54.5630119999996,-9.95466685333304,53.6427389999999,493.188863146666
54.4481089999999,-9.95466685333304,53.5260490000001,487.102450146665
54.3331920000001,-3.86825385333395,53.4093439999997,481.016036146666
54.2182599999996,-5.89705785333354,53.2926239999997,470.872012146667
54.103314,-3.86825385333395,53.1758899999995,468.843208146665
53.9883529999997,0.189355146665548,53.0591409999997,464.785598146666
