"extension","force_f","retraction","force_r"
4799.785876,62.0293623466667,4799.88932,-1.72022665333333
4799.646533,68.1007513466667,4799.749231,2.32736634666668
4799.50719,71.1364463466667,4799.609143,5.36306034666671
4799.367847,71.1364463466667,4799.469056,5.36306034666671
4799.228505,70.1245483466667,4799.32897,7.38685734666672
4799.089163,68.1007513466667,4799.188885,8.39875534666669
4798.949822,67.0888533466667,4799.048801,7.38685734666672
4798.81048,67.0888533466667,4798.908717,9.41065334666672
4798.67114,67.0888533466667,4798.768635,10.4225523466667
4798.531799,67.0888533466667,4798.628554,10.4225523466667
4798.392459,54.9460743466667,4798.488473,8.39875534666669
4798.25312,44.8270923466667,4798.348394,8.39875534666669
4798.11378,33.6962113466667,4798.208315,8.39875534666669
4797.974442,29.6486183466667,4798.068237,6.37495934666669
4797.835103,26.6129233466667,4797.928161,5.36306034666671
4797.695765,30.6605163466667,4797.788085,5.36306034666671
4797.556427,29.6486183466667,4797.64801,6.37495934666669
4797.41709,31.6724153466667,4797.507936,9.41065334666672
4797.277753,30.6605163466667,4797.367863,10.4225523466667
4797.138416,30.6605163466667,4797.227791,8.39875534666669
4796.99908,33.6962113466667,4797.08772,6.37495934666669
4796.859744,34.7081093466667,4796.94765,6.37495934666669
4796.720409,33.6962113466667,4796.807581,5.36306034666671
4796.581074,33.6962113466667,4796.667513,6.37495934666669
4796.441739,31.6724153466667,4796.527445,6.37495934666669
4796.302405,32.6843133466667,4796.387379,6.37495934666669
4796.163071,34.7081093466667,4796.247313,4.35116234666668
4796.023737,35.7200083466667,4796.107249,5.36306034666671
4795.884404,35.7200083466667,4795.967185,5.36306034666671
4795.745071,34.7081093466667,4795.827123,6.37495934666669
4795.605739,32.6843133466667,4795.687061,6.37495934666669
4795.466407,29.6486183466667,4795.547,8.39875534666669
4795.327075,31.6724153466667,4795.40694,8.39875534666669
4795.187744,32.6843133466667,4795.266881,5.36306034666671
4795.048413,34.7081093466667,4795.126823,3.33926434666671
4794.909083,32.6843133466667,4794.986766,0.303569346666677
4794.769753,29.6486183466667,4794.84671,2.32736634666668
